name,quadrant_conf,block_conf
"Реновация ЭГС(А)Р ТГ-1, 2, 3 ТЭЦ-1 с заменой программного и технического обеспечения на отечественные аналоги",0.4821,0.867
Перевод АИС «Учет отходов» на целевые CoreIT,0.483,0.7967
Корпоративная система управления производством и производственной логистикой Заполярного дивизиона,0.4831,0.4774
Перевод Подсистема управления пользовательским окружением (SCCM) на целевые CoreIT,0.4834,0.5538
Локальная автоматизация низовых форм по ремонтам (Автофактор),0.4837,1.0
"Цифровой контроль строительно-монтажных работ на базе лазерной аналитики NASKA.AI (ex-Scaled Robotics)
(ЦРЦТ-ЗФ-Н-027-О)",0.4841,0.4572
Тиражирование АСУРВ в ООО ''Единство'',0.4842,0.7489
Реновация ИС Виброконтроль ТГ-12 ТЭЦ-1 (НТЭК),0.4844,0.5673
Перевод АДЕПТ на целевые CoreIT,0.4848,0.78
Создание АС контроля сливов твердой фазы сгустителей ТОФ (копмьютерное зрение),0.4851,0.6482
Реновация корпоративного сервиса электронной почты 2028-2029,0.4855,1.0
Перевод АС «Учёт затрат по объектам капитального строительства» на целевые CoreIT,0.4857,0.7292
Перевод Контроль проведения ЭПБ на целевые CoreIT,0.4861,0.678
Реновация базовой инфраструктуры платформы виртуализации РОКС (волны),0.4863,0.7914
Реновация АС ГВО -1300 р.Таймырский (ЗФ),0.4869,0.7598
Перевод 1С:Электронное хранилище (Норильскгазпром) на целевые CoreIT,0.4875,0.7122
"Автономные буровые станки
(ЦРЦТ-ГРКБ-КР-028-К)",0.4875,0.5521
Наноструктурированные покрытия для форм литья,0.4875,0.9885
Импортозамещение средства контроля мобильных устройств ПАО «ГМК «Норильский никель»,0.4877,0.6982
Реновация ИС Виброконтроль ТГ-11 ТЭЦ-1 (НТЭК),0.4877,0.4331
"Применение МИО для разуплотнения руды
(ЦРЦТ-КГМК-ОФ-008-П)",0.4878,0.7262
Перевод 1С:Электронное хранилище (Норильсктрансгаз) на целевые CoreIT,0.4878,0.7096
Мониторинговая система загрузки/разгрузки сгустителей №1-7 ИФЦ НОФ.,0.4879,0.4859
Автоматизированная система учета сырья,0.488,0.7214
Отечественные системы лазерной маркировки металла,0.488,0.6049
Унификация многооблачной архитектуры,0.488,0.404
Best-of-breed модульная архитектура ERP,0.488,0.903
DataBridge — Миграция Oracle/SQL на PostgreSQL,0.488,0.756
"Сквозная оптимизация ОФ
(ЦРЦТ-ГРКБ-ОФ-021-П)",0.488,0.7017
Моделирование тепловых потоков в нагревательных колодцах,0.488,0.5948
Гибридное моделирование коррозионных процессов,0.488,0.931
"Витрина данных ""Энергопотребление по цехам"" в реальном времени",0.488,0.9939
Прогнозирование статьи ЧОК (МТР),0.4881,1.0
Планшет руководителя,0.4881,0.5556
Внедрение системы управления данными киберразведки,0.4887,0.6158
HumanFirewall — Осведомлённость и безопасность персонала,0.4888,0.8502
Перевод ИС Персонал (НТЭК) на целевые CoreIT,0.4888,0.7531
"Оптимизация извлечения ДМ
(ЦРЦТ-ЗФ-МЗ-032-К)",0.4888,0.6952
КГМК_Миграции АРМ пользователей на целевую ОС Linux (ИТ.23-15),0.489,0.6453
СТЕНДИРОВАНИЕ ВЫБРАННЫХ РЕШЕНИЙ КОРПОРАТИВНОГО ОБРАЗА И СТАП,0.4894,0.5693
Модернизация системы гарантированного электроснабжения ЦОД Талнах,0.4896,0.4329
Повышение извлечения ДМ и ЦМ в ОРиД ЦЭН-2,0.4897,0.6954
Тираж ИДО_ПУД на новый орг объем 3-я волна,0.4898,1.0
"Оптимизация процесса производства и разделения файнштейна
(ДТИ-ГО-БА-004-П)",0.4898,0.7835
Чат-бот ДПБиОТ,0.4903,0.5652
Перевод 1C 8.2:АСУ НОК (Бухучет) на целевые CoreIT,0.4903,0.8059
Разработка и внедрение автоматизированной системы планирования работ и управления транспортом «СПРУТ» в ЗТФ (тиражирование),0.4904,0.5985
Оптимизация печей Ванюкова,0.4906,0.9769
Перевод ЛЭРС-УЧЁТ на целевые CoreIT,0.4908,0.7909
Оптимизация сгущения ТОФ. Внедрение систем усовершенствованного управления технологическим процессом (СУУТП) флотации на ТОФ ЗФ,0.4911,0.5958
Геотермальные установки для энергоснабжения,0.4916,0.9867
Перевод АСУРВ (TSN) на целевые CoreIT,0.4919,0.8717
Перевод Сигма на целевые CoreIT,0.4921,0.7902
Перевод АСУ Порт на целевые CoreIT,0.4922,0.7959
Перевод UniArch (КГМК) на целевые CoreIT,0.4923,0.6711
Реновация систем управления производством ТОФ ЗФ,0.4925,0.5944
"Оптимизация аэрационных узлов ТОФ
(ДТИ-КГМК-ОФ-041-К)",0.4925,0.7279
Анализ и прогнозирование цен материалов,0.4929,0.6924
Перевод The Dude на целевые CoreIT,0.4932,0.7988
"Мероприятия по снижению количества зачисток цементаторов медеочистки ОРиД
(ДТИ-КГМК-ЦЭН-2-056-К)",0.4932,0.6224
Реновация ИС Виброконтроль ТА-6 ТЭЦ-3 (НТЭК),0.4934,0.4395
Цифровая медицина. Медицинская информационная система (тираж),0.4935,1.0
Прототип системы определения объема материалов на конвейерной ленте Медного завода Заполярного филиала ПАО «ГМК «Норильский никель»,0.4936,0.7059
Перевод ЭСУО на целевые CoreIT,0.4937,0.7863
Реновация ИС Виброконтроль ТА-4 ТЭЦ-2 (НТЭК),0.4938,0.4373
Построение выделенной ТСПД АО ''НТЭК'',0.494,0.7517
Внедрение подсистемы управления информационной безопасностью (модуль управления активами и инвентаризацией),0.4941,0.5987
Перевод IT oil на целевые CoreIT,0.4945,0.6761
Отслеживание переработки отходов производства,0.4946,0.806
Полимерные композиты для изоляции оборудования,0.4946,0.7412
Перевод ПК Заказная спецификация на целевые CoreIT,0.4949,0.6879
Система охранно-пожарной сигнализации и система оповещения и эвакуации при пожаре в здании  БРТ Сервисного центра РМСТ ''НЭР'' ООО ''ННР'',0.495,0.6912
Импортозамещение системы межсетевого экранирования в РОКС и филиалах ПАО «ГМК «Норильский никель»,0.4953,0.7792
Перевод АИС «КПП» на целевые CoreIT,0.4955,0.8004
Гараж в г.Игарка для службы эксплуатации ООО Единство,0.4957,0.7611
Создание системы ситуационно-аналитических центров безопасности КГМК,0.4957,0.4662
"Инфраструктура для замещения ключевых бизнес-приложений, включая SAP ERP КД",0.4958,1.0
Перевод TechnoGate на целевые CoreIT,0.496,0.5626
Перевод АИСТ на целевые CoreIT,0.496,0.8064
Реновация ИС Виброконтроль ТА-4 ТЭЦ-3 (НТЭК),0.496,0.438
Перевод Индиго ТБ на целевые CoreIT,0.4961,0.7932
Единство. Проект строительства ВОЛС в г. Норильск,0.4962,0.5496
Перевод PERCo на целевые CoreIT,0.4965,0.8044
ИТ-изменение Альфа-Страхование,0.4968,0.4866
Перевод Медосмотр (НТЭК) на целевые CoreIT,0.4969,0.6953
Моильный сервис по соревнованиям в области ПБиОТ,0.4972,0.6637
Перевод Iveco Power на целевые CoreIT,0.4975,0.6864
Электронная очередь для Мончегорска,0.4977,0.7336
Реновация ИС Виброконтроль ТА-1 ТЭЦ-3 (НТЭК),0.4978,0.4346
Перевод ИС «СИРИУС» на целевые CoreIT,0.4978,0.805
Автоматические пожарные сигнализации и системы оповещения и управления эвакуации на объектах  «Быстринского горно-обогатительного комбината (ГОК)»,0.4979,0.568
Миграция в ЦОД,0.498,0.5032
Перевод GenPower на целевые CoreIT,0.4981,0.7942
Перевод SALTO на целевые CoreIT,0.4981,0.7935
Перевод ЛИМС на целевые CoreIT,0.4982,0.7942
Самосмазывающиеся направляющие для оборудования,0.4984,0.9774
Системы противопожарной автоматики объектов  ООО «Норильский обеспечивающий комплекс»,0.4986,0.9779
Перевод 1С:Бухгалтерия НКО (Клуб безопасности информации в промышленности) на целевые CoreIT,0.4988,0.903
"Системное моделирование ТОФ
(ДТИ-КГМК-ОФ-041-К)",0.4988,0.7336
«Автоматизированная система контроля и управления программным обеспечением» (АСКУПО).,0.499,0.72
Перевод Cropix на целевые CoreIT,0.4997,0.7937
Внедрение сканера  ERP-систем (анализатор кода 1С),0.4997,1.0
Роботы для автоматической замены огнеупоров,0.5,1.0
Роботы для автоматической очистки газоходов,0.5,0.7476
Роботы для отбора проб технологических газов,0.5,0.99
Автономные роботы-дефектоскопы для труб,0.5,0.5483
Роботизированная упаковка мелкосортного проката,0.5,1.0
Роботы для автоматической очистки ковшей,0.5,0.9887
Автономные роботы-дефектоскопы,0.5,0.6489
"Оптимизация шихтовки
(ЦРЦТ-ГРКБ-ОФ-019-П)",0.5,0.6461
"Оптимизация управления ОВП на переделе хлорного растворения ОРиД с применением проточного анализатора меди
(ДТИ-КГМК-ЦЭН-2-055-К)",0.5,0.58
"Датчик объема МСИ
(ЦРЦТ-ГРКБ-ОФ-029-К)",0.5,0.5707
"Молекулярное моделирование закладочных смесей с участием шлака МЗ и хвостов серосульфидной флотации НМЗ
(ДТИ-ЗФ-БА-045-П)",0.5,0.6843
"Оптимизация управление ОВП участка медиочистки ОРиД
(ЦРЦТ-КГМК-ЦЭН2-035-К)",0.5,0.639
"Оптимизация управления участка медеочистки
(ЦРЦТ-КГМК-ЦЭН1-032-К)",0.5,0.6399
Система прогнозирования сверхнормативных запасов (СНЗ и КСНЗ),0.5,0.8874
Цифровые сертификаты на лом,0.5,0.5281
Расширенное управление флотацией ТОФ ЗФ (цифровой пеносъем),0.5,0.9775
Оптимизация управления участка Fe очистки,0.5,0.8795
Модернизация средства анализа уязвимостей ПАО «ГМК «Норильский никель»,0.5,0.61
"Технологии создания высокоэффективных систем генерации, распределения и хранения энергии",0.5,0.7345
Витрина данных по выбросам для регуляторов с автоматическим аудитом,0.5,0.72
Роботизация: Распознавание документов в процессах Практики по расчетам и обязательствам СЛ БУ и НУ,0.5,1.0
Крапленая флотация НОФ СУУТП,0.5,0.7116
Роботы для отбора проб шлаков,0.5,0.99
Enterprise СУБД для ERP строительства,0.5,0.903
DataMesh — Архитектура federated data management,0.5,0.5965
Технологии создания энергетических систем с замкнутым топливным циклом,0.5,0.9135
Российские датчики для контроля состава газов,0.5,0.4529
Отечественные системы защиты от перенапряжений,0.5,0.72
Автоматический контроль геометрии проката,0.5,0.7823
Система рекуперации тепла от охлаждения агломерата,0.5,0.9845
Роботы для отбора проб жидкого металла,0.5,0.99
Автоматический контроль геометрии рельсов,0.5,0.7819
Цифровой контроль строительно-монтажных работ на базе лазерной аналитики NASKA.AI (ex-Scaled Robotics),0.5,0.5392
"Оптимизатор медно-никелевой флотации
(ЦРЦТ-ЗФ-ТОФ-037-П)",0.5,0.663
Датчики контроля вибрации дымовых труб,0.5,0.4793
Умные датчики контроля уровня шлама в отстойниках,0.5,0.7579
Self-service доступ к данным датчиков плавильных печей через Data Mall,0.5,0.9862
Система рекуперации тепла от охлаждения проката,0.5,0.9844
Роботы-упаковщики готовой продукции,0.5,1.0
Датчики контроля выбросов в реальном времени,0.5,0.5427
Автоматизированный подбор флюсов для плавки,0.5,0.9965
Датчики контроля запыленности в дробильных отделениях,0.5,0.5673
Цифровые сертификаты на легирующие добавки,0.5,0.9788
Роботизированная маркировка продукции,0.5,1.0
Роботизированная упаковка листового проката,0.5,1.0
Перевод АСОИ на целевые CoreIT,0.5005,0.8069
"Ультразвуковая обработка пульпы высокотемпературной сульфатизации
(ДТИ-КГМК-ХМЦ-054-К)",0.501,0.6433
Внедрение подсистемы управления информационной безопасностью (модуль управления непрерывностью бизнеса),0.501,0.6034
Перевод АСОП Эксперт на целевые CoreIT,0.5011,0.8018
"Перевод 1С:Фастфуд и Ресторан (Лобби, Санаторий Заполярье) на целевые CoreIT",0.5013,0.7949
Перевод Geomos Now на целевые CoreIT,0.5013,0.7914
Точное позиционирование СБУ (все проекты),0.5014,0.7637
Оснащение источников загрязнения атмосферы средствами автоматического контроля выбросов на Механическом заводе ООО «Норильскникельремонт»,0.5015,0.416
Полимерные композиты для изоляции трубопроводов,0.5016,1.0
"Перевод 1С:Фастфуд и Ресторан (Ресторан, Санаторий Заполярье) на целевые CoreIT",0.5016,0.7934
Перевод ТРИМ (ЕРП) на целевые CoreIT,0.5019,0.805
"Прототип сероасфальтобетона для дорожной отрасли
(ДТИ-ЗФ-БА-023-О)",0.5022,0.6994
Развитие базовой функциональности шаблона SAP ERP в 2025-2027 гг.,0.5022,1.0
Перевод АРМ ПТО на целевые CoreIT,0.5023,0.6732
Перевод СУОП на целевые CoreIT,0.5024,0.7969
Перевод Гранд Смета на целевые CoreIT,0.5026,0.8052
Аэросеть,0.5027,0.9857
"Перевод 1С:Фастфуд и Ресторан (Бар-бильярд, Санаторий Заполярье) на целевые CoreIT",0.5028,0.8056
Отечественные системы лазерной резки металла,0.5028,0.9775
Перевод ПК ПЛАН на целевые CoreIT,0.5028,0.8054
"Перевод 1С:Фастфуд и Ресторан (Аквабар, Санаторий Заполярье) на целевые CoreIT",0.5032,0.8086
Перевод АВЗ АРМ (ИГН) на целевые Core-IT,0.5032,0.8098
Реновация подземной опорной сети передачи данных АО «Кольская ГМК»,0.5034,0.4892
Ассистент главного металлурга,0.5034,0.9864
"Изготовление рабочего колеса для насоса MUNCSH
(ДТИ-КГМК-ЦЭН2-045-П)",0.5034,0.6619
АСУ ОГР,0.5034,0.9182
Перевод 1С:Печать чеков на целевые CoreIT,0.5034,0.9724
Перевод МСС на целевые CoreIT,0.5035,0.7006
Перевод 1С: ЗУП (Единство) на целевые CoreIT,0.5037,0.7935
ПРОЕКТ АНТИФРОД ЗАКУПОЧНАЯ ДЕЯТЕЛЬНОСТЬ (РАЗВИТИЕ),0.5039,0.5895
"Внедрение подсистемы межсетевого экранирования и обнаружения вторжений, криптографической защиты каналов связи АО НТЭК",0.5041,0.7124
Перевод АИС Кронос на целевые CoreIT,0.5042,0.6696
Развитие базовой функциональности шаблона SAP ERP в 2028-2030 гг.,0.5042,1.0
Перевод 1С:Зарплата и Кадры (Гипроникель) на целевые CoreIT,0.5046,0.7611
Использование тепла отходящих газов для отопления,0.5047,0.9831
Перевод СТМ ВЭД на целевые CoreIT,0.5049,0.6628
КАСКАД Цифра,0.505,0.9473
TRACE MODE 7,0.505,0.7584
Перевод 1С:Фитнес клуб (Санаторий Заполярье) на целевые CoreIT,0.5051,0.7996
Модернизация систем автоматического регулирования турбоагрегатов АО ''НТЭК'',0.5055,0.5809
Перевод АСМД SpaceTeam Holding на целевые CoreIT,0.5055,0.8061
Система интеллектуального освещения цехов,0.5056,0.9876
Перевод АС «ДСВ» на целевые CoreIT,0.5059,0.8029
Перевод СУИД (Гипроникель) на целевые CoreIT,0.5061,0.6758
"Энергоэффективность
(ЦРЦТ-КГМК-ОБЩ-014-П)
",0.5063,0.729
"Оптимизация конвертерного передела
(ЦРЦТ-ЗФ-НМЗ-016-О)",0.5064,0.648
Перевод МЭТР на целевые CoreIT,0.5064,0.6687
Цифровое определение гранулометрического состава и массы загрузки мельниц,0.5065,0.7343
Перевод СУИД (ГРКБ) на целевые CoreIT,0.5067,0.8036
Перевод АС «ЛППиСП» на целевые CoreIT,0.507,0.8019
Единая витрина данных для государства,0.5072,1.0
Перевод ЖЭКИ на целевые CoreIT,0.5072,0.8055
Внедрение подсистемы управления информационной безопасностью (модуль управления рисками ИБ),0.5074,0.6639
Перевод Shelter на целевые CoreIT,0.5077,0.7975
Сегментирование ЛВС ГО ПАО ''ГМК Норильский никель'',0.5078,0.591
Консолидация и маршрутизация данных ИБ,0.5078,0.7234
Перевод 1С:Бухгалтерия (Гольфстрим) на целевые CoreIT,0.5078,0.903
Нормализация МТР с помощью ИИ,0.5081,0.8498
"ГО_ИТ.23-16 Программа реновациия Core-IT на базе Linux, включая миграцию пользователей",0.5082,0.7312
Перевод 1С:SPA-Салон (Санаторий Заполярье) на целевые CoreIT,0.5082,0.8078
Перевод АВЗ СЕРВ (ГРКБ) на целевые CoreIT,0.5083,0.806
Перевод СЗЭП (ПАО) на целевые CoreIT,0.5083,0.8043
Перевод Сайт nornickel.ru на целевые CoreIT,0.5084,0.7855
"Оптимизация процесса управления ПКС, включая виртуальный датчик S
(ЦРЦТ-КГМК-РЦ-026-О)",0.5084,0.5691
Factor-ESB,0.5086,0.5781
КРУГ-2000,0.5087,0.6781
Перевод 1С:ЗУП (Гольфстрим) на целевые CoreIT,0.5087,0.8111
"Программа изготовления деталей для импортного насосного оборудования ТОФа
(ДТИ-ЗФ-ТОФ-065-К)",0.5088,0.6837
Реновация базовой инфраструктуры СРК РОКС (волна 1),0.5088,0.6154
Перевод ЭСМО (ЗФ) на целевые CoreIT,0.5092,0.6658
Контроль загрузки дозаторов р. Скалистый,0.5094,0.4061
Перевод СКУД (ГРКБ) на целевые CoreIT,0.5102,0.6686
Телеметрия (Кластер СДО),0.5105,0.6408
Перевод 1С:Бухгалтерия (ТТК) на целевые CoreIT,0.5105,0.903
Перевод Интеграционная шина КГМК на целевые CoreIT,0.5107,0.7012
Перевод СУЗ (Гипроникель) на целевые CoreIT,0.5108,0.6722
Перевод ЦГБ – Контроль горного давления на целевые CoreIT,0.5109,0.6466
"Перевод 1С:ФастФуд (Фитобар, Санаторий Заполярье) на целевые CoreIT",0.5111,0.8154
Реновация АС КУБ (SAP),0.5111,1.0
Перевод Geomos Analyzer на целевые CoreIT,0.5112,0.6691
1C-ESB,0.5112,0.5665
Перевод 1С:ЗУП (БСК) на целевые CoreIT,0.5115,0.8076
Реновация базовой инфраструктуры СРК РОКС (волны),0.5115,0.6177
Перевод 1С:Бухгалтерия (МФК НН) на целевые CoreIT,0.5116,0.903
"Перевод 1С:Фастфуд (Рабочая столовая, Санаторий Заполярье) на целевые CoreIT",0.5117,0.8153
IT.P. 20-35 Внедрение автоматизированной системы технического учета энергоресурсов (АСТУЭ) в Заполярном филиале ПАО «ГМК «Норильский никель»,0.5119,0.5048
Перевод СМКСУ (ПАО) на целевые CoreIT,0.5119,0.8122
"Оптимизация управлением флотации 1я ФМ
(ЦРЦТ-КГМК-ОФ-002-О)",0.512,0.6429
CV пеносъем ОРФ КГМК. Оптимизация флотации на 4 секции ОРФ КГМК. Оптимизация флотации на 5 секции ОРФ КГМК. Оптимизация дофлотации ОРФ КГМК.,0.512,0.6701
Перевод Радиосвязь ЗФ «Маяк» на целевые CoreIT,0.5121,0.6614
Перевод 1С:Общепит (Санаторий Заполярье) на целевые CoreIT,0.5122,0.805
"Перевод Суточная ведомость ОДС, УВВС на целевые CoreIT",0.5123,0.6556
Перевод 1С:БИТ.ЖКХ (Твой дом) на целевые CoreIT,0.5124,0.8766
Перевод 1С:Бухгалтерия (Полигон-техноген) на целевые CoreIT,0.5125,0.903
Перевод АСОМИ на целевые CoreIT,0.5126,0.8108
Система защиты технологических процессов НТЭК,0.5126,0.7243
Перевод 1С:Бухгалтерия (блок Путевки) (Санаторий Заполярье) на целевые CoreIT,0.5126,0.903
Перевод 1С:ЗУП (ММОР Союз предприятий МНПиОК) на целевые CoreIT,0.5128,0.8058
Перевод АВЗ АРМ (ГРКБ) на целевые Core-IT,0.5128,0.6707
Перевод Ventsim на целевые CoreIT,0.5128,0.6712
"Цифровой мутномер
(ЦРЦТ-ЗФ-ТОФ-094-К)",0.5129,0.7286
Перевод 1С:Бухгалтерия (Норильск Авиа) на целевые CoreIT,0.5131,0.903
"Реновация информационной системы, использующейся для управления взаимоотношениями с поставщиками группы компаний Норильский Никель. (SAP SRM, SAP SLC)",0.5132,1.0
"Реновация Система мониторинга работы горелок КА 9, 10 (НТЭК)",0.5134,0.6537
Перевод Радиосвязь ЗФ р.«Скалистый» на целевые CoreIT,0.5138,0.6609
Перевод Внешний сайт ООО ЧОУ ДПО «Корпоративный университет «Норильский никель» (university.nornik.ru) на целевые CoreIT,0.5138,0.7807
Перевод Внешний сайт ООО «Санаторий Заполярье» (zclinic.ru) на целевые CoreIT,0.5139,0.6366
Перевод АС «ЭО ЦКС» (ЗФ) на целевые CoreIT,0.5141,0.8055
Перевод 1С:КАНД (Норильсктрансгаз) на целевые CoreIT,0.5143,0.6588
Перевод КСМ на целевые CoreIT,0.5144,0.6708
"Перевод 1С:ФастФуд (Фрешбар, Санаторий Заполярье) на целевые CoreIT",0.5144,0.8156
"Перевод 1С:Бухгалтерия (Ширинское, по 2010) на целевые CoreIT",0.5145,0.903
Перевод Радиосвязь МР «Заполярный» на целевые CoreIT,0.5148,0.6507
БИТ.CRM,0.5148,1.0
Реновация LIMS НД,0.5148,0.6322
Перевод СОТ ГРКБ на целевые CoreIT,0.5151,0.6719
Перевод 1С:ЗУП (Колабыт) на целевые CoreIT,0.5152,0.6669
"Автоматизация стелы для усреднения руды на ОФ 
(ЦРЦТ-КГМК-ОФ-013-О)",0.5156,0.6854
"Платформа управления стоительством - ПСС
(ДИР-ЗФ-Н-013-О)",0.5157,0.9422
Внедрение автоматизированной системы  управления транспортным парком и перевозками  в АО «Кольская ГМК»,0.5158,0.6367
КСЭД 3.0,0.516,0.924
Перевод 1С:ЗУП КОРП (СК Норильск) на целевые CoreIT,0.516,0.6648
КСЭД 3.0,0.516,0.924
Перевод АС НОТАМ (Аэропорт Норильск) на целевые CoreIT,0.5163,0.6518
Перевод 1С:Отель VIP (Санаторий Заполярье) на целевые CoreIT,0.5163,0.7983
Перевод SAP BPC на целевые CoreIT,0.5165,0.903
Перевод 1С:ЗУП (Санаторий Заполярье) на целевые CoreIT,0.5168,0.6668
Перевод 1С ЗУП (КРП) на целевые CoreIT,0.5172,0.6722
"Платформа управления стоительством – Осмокод 
(ЦРЦТ-ЗФ-Н-049-О)",0.5173,0.942
Перевод Радиосвязь ЗФ «Таймырский» на целевые CoreIT,0.5174,0.6499
Перевод 1С 8.2:Бухгалтерия (Аэропорт Норильск) на целевые CoreIT,0.5174,0.903
Перевод 1С:Отель (Санаторий Заполярье) на целевые CoreIT,0.5175,0.661
Перевод 1С 8.2:ЗУП (Аэропорт Норильск) на целевые CoreIT,0.5177,0.6559
Реновация СОД,0.5177,0.6182
Перевод 1С:ЗУП (ГРКБ) на целевые CoreIT,0.5177,0.6698
Перевод 1С:КАНД (Норильскгазпром) на целевые CoreIT,0.5181,0.6596
Перевод 1С:ЗУП (Ширинское) на целевые CoreIT,0.5183,0.6609
Перевод Сайт КГМК на целевые CoreIT,0.5184,0.6638
МЗ Контроль геометрии медных анодов,0.5184,0.5905
Перевод 1С:ЗУП (РМОР Союз предприятий МНПиОК Мурманской области) на целевые CoreIT,0.5186,0.6536
Перевод АС «Экомодуль ЗФ» на целевые CoreIT,0.5188,0.6654
Автономные дроны для осмотра газоходов,0.5189,0.6982
Перевод SAP DM на целевые CoreIT,0.519,0.903
Перевод Радиосвязь ЗФ «Октябрьский» на целевые CoreIT,0.5193,0.6457
"Реновация Система мониторинга работы горелок КА 11, 14 ТЭЦ-1 (НТЭК)",0.5196,0.6518
"Реновация Система мониторинга работы горелок КА 15, 16 ТЭЦ-1 (НТЭК)",0.5197,0.6537
Вибрационный мониторинг подшипников прокатных клетей,0.5198,0.5165
Перевод 1С ЗУП НМИ на целевые CoreIT,0.5199,0.6757
Перевод 1С:ЗУП (Востокгеология) на целевые CoreIT,0.52,0.6627
Оптимизация управления ОЭП,0.52,0.628
Перевод 1С:Бухгалтерия (РМОР Союз предприятий МНПиОК Мурманской области) на целевые CoreIT,0.5201,0.903
Перевод 1С:ЗУП (Полярный литий) на целевые CoreIT,0.5204,0.6657
Перевод 1С:УПО (НН-ОЦО) на целевые CoreIT,0.5205,0.8057
Перевод 1С:ЗУП (МФК НН) на целевые CoreIT,0.5205,0.6686
"Перевод 1С:Трактир (РКЦ, Санаторий Заполярье) на целевые CoreIT",0.5205,0.6591
Cinimex-ESB,0.5209,1.0
Перевод 1С:МТО (Норильсктрансгаз) на целевые CoreIT,0.5209,0.6614
Перевод 1С:Бухгалтерия МСФО (СК Норильск ) на целевые CoreIT,0.5217,0.903
Перевод Радиосвязь ЗФ (р.Комсомольский) на целевые CoreIT,0.5218,0.6511
Перевод 1С:Бухгалтерия СО (Ширинское) на целевые CoreIT,0.5219,0.903
Перевод 1С:Бухгалтерия СО (Востокгеология) на целевые CoreIT,0.5222,0.903
Автоматическое планирование ремонтов оборудования,0.5223,0.7382
Перевод АСМД Omnicomm на целевые CoreIT,0.5224,0.8831
Перевод СуперМаг УКМ (ООО «НТПО») на целевые CoreIT,0.5225,0.6802
Перевод МСБ ш. Ангидрит р. Кайерканский ООО «НОК» на целевые CoreIT,0.5225,0.6514
НМЗ Оптимизация осаждения ЦМ на ГМП,0.5229,0.8848
Nerpa,0.5231,0.5984
Построение выделенной ТСПД ООО ''Медвежий ручей'',0.5236,0.5521
"Снижение разубоживания за счет применения планшетов
(ЦРЦТ-ЗФ-Р-014-К)",0.5237,0.5491
"Реновация Система мониторинга работы горелок КА 7, 8 ТЭЦ-1 (НТЭК)",0.5238,0.655
Перевод АСКУЭ р.Заполярный (МР) на целевые CoreIT,0.524,0.6661
"Обучение работников с помощью VR технологий
(ЦРЦТ-КГМК-ЦЭН1-001-В)
",0.524,0.6296
Оптимизатор медно-никелевой флотации,0.5244,0.6903
Прогнозирование табличных данных,0.5244,0.6313
Перевод 1С: Бухгалтерия НКО (ММОР Союз предприятий МНПиОК) на целевые CoreIT,0.5245,0.903
"ИС контроля качества породы при работе СБУ (Смарт-система контроля бурения)
(ДТИ-ЗФ-Р-046-К)",0.5246,0.4859
Перевод АСКУЭ к. Скальный (НОК) на целевые CoreIT,0.5249,0.6612
Перевод МСБ ш. Известняков р. Кайерканский ООО «НОК» на целевые CoreIT,0.525,0.6381
Перевод СУТЭ ТЭЦ-1 (НТЭК) на целевые CoreIT,0.5253,0.6724
Информационная система управления сменами СДГР (ИСУС СДГР),0.5255,0.721
Visary СЭД,0.5263,1.0
Реновация автоматизированной системы диспетчерского управления электрических станций и сетей Управления высоковольтных сетей,0.5264,0.502
Реновация системы удаленного доступа  ПАО ''ГМК ''Норильский никель'' на базе ПО Termidesk,0.5267,0.4871
ОФ. Комплексная система безопасности хвостохранилища,0.5268,0.6054
АИС НСК+Skyeer+нейросеть Атом,0.527,0.9412
"Примененение полимерных запирающих устройств
(ЦРЦТ-ЗФ-Р-085-К)",0.5276,0.6516
Оптимизатор медной флотации,0.5293,0.7059
Внедрение ФСКП ГОЗ,0.5295,0.7995
"Реновация АСУ «Порт», АСУ «Грузооборот» (Управление технологическими процессами портов)",0.5296,0.7478
ОВСС ОВИЗ (ИТ),0.5296,0.7472
"Моделирование подземных БВР
(ЦРЦТ-ЗФ-Р-056-К)",0.5297,0.665
Реновация автоматизированной системы диспетчерского управления Норильско-Таймырской энергосистемой,0.53,0.491
Создание автоматизированной системы контроля подкранового пространства ООО ''ГРК ''Быстринское'',0.5304,0.4694
Тиражирование ИС Доверенности,0.5307,0.8745
Электронные наряд-задания,0.5309,0.6729
РосБизнесСофт CRM,0.5311,0.86
"Повышение содержания Fe в ЖРК
(ДТИ-ГРКБ-ОФ-027-К)",0.5313,0.9857
Перевод Altaro VM backup на целевые CoreIT,0.5319,0.866
Реновация АСУ НСИ  (SAP MDM) импортозамещение,0.532,1.0
Реновация АСУ Планирование  (IBM Cognos) импортозамещение,0.532,0.8028
Реновация АСУП (SAP HCM) импортозамещение,0.532,1.0
Atom-Most,0.5328,0.6161
АСУ ОГР АО «Союзтехноком»,0.5328,0.621
Создание терминальной фермы RDS (АО НТЭК),0.5331,0.6833
Перевод КАЗС (КГМК) на целевые CoreIT,0.5333,0.6765
Реновация КХД на предприятиях перешедших на СУРП,0.5336,0.539
ИТ-Инфраструктура ООО «Институт Гипроникель»,0.5338,0.6927
Навигатор BI,0.534,0.3675
Монолит.СЭД,0.5344,1.0
Разукомплектовка,0.5345,0.8787
EnergoBus,0.5345,0.5919
Реновация Mesh cети. Строительство сети LTE/5G для замены существующей беспроводной сетевой ИТ-инфраструктуры АСУ ОГР,0.5346,0.7512
